Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Pkg.0001,Project references an upgraded package,Active,Information,0,backend.csproj,File,backend.csproj,,,OpenTelemetry.Exporter.OpenTelemetryProtocol 1.11.1,,,,,"OpenTelemetry.Exporter.OpenTelemetryProtocol, 1.11.1"
